From,To,Fare
Babu Bazar Bridge,Ruhitpur,17
Babu Bazar Bridge,Savar,79
Babu Bazar Bridge,Science Lab,30
Babu Bazar Bridge,Shahbag,12
Babu Bazar Bridge,Shyamoli,30
Babu Bazar Bridge,Staffroad,23
Babu Bazar Bridge,TV Centre,22
Babu Bazar Bridge,Tati Bazar,10
Babu Bazar Bridge,Technical,43
Babu Bazar Bridge,Tikkarpur,20
Badda,Abdullahpur,29
Badda,Abdullahpur (Jilkhana),42
Badda,Airport,28
Badda,Babu Bazar,19
Badda,Basabo,16
Badda,Bhawar Viti (South Keraniganj),49
Badda,Chidriyakhana,35
Badda,Chiriyakhana,35
Badda,Chunakutia Bazar,26
Badda,Cine Cinema Hall,30
Badda,Dayabari Chowrasta,36
Badda,Dhaor,42
Badda,Dhour,42
Badda,Diayabari,26
Badda,Gulistan (Fulbaria),16
Badda,Housing Building,11
Badda,Jatrabari,41
Badda,Kachpur,28
Badda,Kadamtoli,22
Badda,Kakrail,11
Badda,Kallshi,20
Badda,Kamarpara,22
Badda,Khilgaon Flyover,11
Badda,Khilkhet,12
Badda,Kuril,23
Badda,Kuril Bishwaroad,10
Badda,Kuril Flyover,15
Badda,Madanpur,48
Badda,Malibagh,12
Badda,Malibagh Chowdhuri Para,13
Badda,Malibagh Chowdhury Para,13
Badda,Maniknagar,20
Badda,Maskat Plaza,30
Badda,Meradiya Bazar,13
Badda,Mirpur-10,20
Badda,Mirpur-11,26
Badda,Mirpur-2,30
Badda,Moh. Zillur Rahman Flyover,11
Badda,Mouchak (Flyover),10
Badda,Mugda,16
Badda,Notun Bazar,10
Badda,Palton,14
Badda,Postogola,30
Badda,Purabi,20
Badda,Rajendrapur Bazar,38
Badda,Rampura,10
Badda,Rampura Bridge,11
Badda,Sainboard,39
Badda,Sayedabad,26
Badda,Staff Quarter,16
Badda,Sultana Kamal Bridge,25
Badda,Tarabo Bishwa Road,26
Badda,Titipadar,13
Badda Link Road,Azimpur,29
Badda Link Road,Banani,10
Badda Link Road,Beraid,16
Badda Link Road,Farmgate,18
Badda Link Road,Gulshan-1,10
Badda Link Road,Kalabagan,28
Badda Link Road,Kochukhet,29
Badda Link Road,Kuril Bishwa Road,13
Badda Link Road,Kuril Bishwaroad,13
Badda Link Road,Mirpur-1,34
Badda Link Road,Mirpur-2,30
Badda Link Road,Mohakhali,10
Badda Link Road,Mohakhali Amtoli,10
Badda Link Road,New Market,25
Badda Link Road,Notun Bazar,10
Badda Link Road,Palashi,29
Badda Link Road,Rasel Square,25
Badda Link Road,Reinbow,18
Badda Link Road,Science Lab,28
Badda Link Road,Senic Club,16
Badda Link Road,Shahbagh,25
Badda Link Road,Sonargaon,22
Badda Link Road/Middle Badda,Gabtoli Bridge Para,52
Badda Link Road/Middle Badda,Gulshan-1,10
Badda Link Road/Middle Badda,ISBI Chattar,23
Badda Link Road/Middle Badda,Kakoli,22
Badda Link Road/Middle Badda,Kallshi,28
Badda Link Road/Middle Badda,Meradiya Bazar,12
Badda Link Road/Middle Badda,Mirpur-1,44
Badda Link Road/Middle Badda,Mirpur-10,36
Badda Link Road/Middle Badda,Mirpur-11,29
Badda Link Road/Middle Badda,Mirpur-2,47
Badda Link Road/Middle Badda,Mohakhali Amtoli,10
Badda Link Road/Middle Badda,Purabi,26
Badda Link Road/Middle Badda,Technical,47
Bagher Bazar,Airport,34
Bagher Bazar,Banani,42
Bagher Bazar,Barmi,12
Bagher Bazar,Fulbaria,59
Bagher Bazar,Gazipur Chowrasta,22
Bagher Bazar,Hotapara,10
Bagher Bazar,Maona Chowrasta,10
Bagher Bazar,Moghbazar,56
Bagher Bazar,Mohakhali,48
Bagher Bazar,Nabisco,52
Bagher Bazar,Rajendrapur Chowrasta,10
Bagher Bazar,Sreepur,10
Bagher Bazar,Tongi,25
Bagmara,Agla Bazar,10
Bagmara,Bajonpar,10
Bagmara,Bakhyakhali,34
Bagmara,Baupra,17
Bagmara,Fulbaria,76
Bagmara,Jinjira,67
Bagmara,Kharattar,24
Bagmara,Khasia Khali Beribadh,55
Bagmara,Kopakhola Bazar,61
Bagmara,Mashir Kanda,10
Bagmara,Nayabazar,72
Bagmara,Nobabganj,10
Bagmara,Ramer Kanda,50
Bagmara,Saydpur,41
Bagmara,Suroganj,10
Bagmara,Tikarpur,17
Baipail,Abdullahpur,22
Baipail,Airport,32
Baipail,Asholia (Fantasy Kingdom),10
Baipail,Azimpur,10
Baipail,Babu Bazar Bridge,60
Baipail,Bangabandhu Avenue,69
Baipail,Bishwaroad,24
Baipail,Chandra,44
Baipail,Dhaor,29
Baipail,Eastern Housing,65
Baipail,Epijed,10
Baipail,Fantasy,10
Baipail,Farmgate,51
Baipail,Fulbaria,58
Baipail,Jirab,16
Baipail,Jirani,42
Baipail,Kakoli,28
Baipail,Kakrail,69
Baipail,Kamarpara,10
Baipail,Keraniganj (New Jail),116
Baipail,Kuril Bishwaroad,42
Baipail,Malibagh,62
Baipail,Mirpur-1,92
Baipail,Mirpur-10,92
Baipail,Mirpur-14,92
Baipail,Mohakhali,30
Baipail,Mouchak,60
Baipail,Nandan Park,10
Baipail,Nilkhet,23
Baipail,Press Club,59
Baipail,Priyangon Gate,92
Baipail,Rampura,56
Baipail,Sadarghat Victoria,79
Baipail,Shahbag,59
Baipail,Staffroad,27
Bajonpar,Agla Bazar,10
Bajonpar,Bagmara,10
Bajonpar,Bakhyakhali,43
Bajonpar,Baupra,25
Bajonpar,Fulbaria,71
Bajonpar,Jinjira,62
Bajonpar,Kharattar,20
Bajonpar,Khasia Khali Beribadh,63
Bajonpar,Kopakhola Bazar,55
Bajonpar,Mashir Kanda,12
Bajonpar,Nayabazar,65
Bajonpar,Nobabganj,10
Bajonpar,Ramer Kanda,42
Bajonpar,Saydpur,37
Bajonpar,Suroganj,10
Bajonpar,Tikarpur,13
Bakhyakhali,Agla Bazar,52
Bakhyakhali,Bagmara,34
Bakhyakhali,Bajonpar,43
Bakhyakhali,Baupra,14
Bakhyakhali,Fulbaria,107
Bakhyakhali,Jinjira,99
Bakhyakhali,Kharattar,61
Bakhyakhali,Khasia Khali Beribadh,22
Bakhyakhali,Kopakhola Bazar,96
Bakhyakhali,Mashir Kanda,25
Bakhyakhali,Nayabazar,103
Bakhyakhali,Nobabganj,30
Bakhyakhali,Ramer Kanda,84
Bakhyakhali,Saydpur,76
Bakhyakhali,Suroganj,38
Bakhyakhali,Tikarpur,56
Baluhat,Bangladesh Bank,30
Baluhat,Farmgate,10
Baluhat,Press Club,26
Baluhat,Sayedabad,36
Baluhat,Shahbag,20
Baluhat,UBL,29
Banani,Abdullahpur,29
Banani,Agargaon,14
Banani,Airport,22
Banani,Asholia,60
Banani,Azimpur,25
Banani,Badda Link Road,10
Banani,Bagher Bazar,42
Banani,Barmi,65
Banani,Beraid,30
Banani,Bijoy Nagar,10
Banani,Dhour,47
Banani,Fantasy Kingdom,65
Banani,Fulbaria,10
Banani,Gazipur Chowrasta,10
Banani,Gulistan (Hanif Flyover),11
Banani,Gulshan-1,10
Banani,Hotapara,31
Banani,House Building,12
Banani,Jatrabari,15
Banani,Kakrail,10
Banani,Kalabagan,20
Banani,Kamarpara,10
Banani,Kapasia,51
Banani,Khamarbari,10
Banani,Kochukhet,11
Banani,Kurmitola General Hospital,10
Banani,Manik Mia Avenue,13
Banani,Maona Chowrasta,47
Banani,Mirpur-1,20
Banani,Mirpur-2,16
Banani,Moghbazar,10
Banani,Mohakhali,10
Banani,Mohakhali Amtoli,10
Banani,Mohammadpur Shia Mosque,24
Banani,Mouchak,10
Banani,Nabinagar (Savar),80
Banani,Nabisco,10
Banani,Nandan Park,87
Banani,New Market,23
Banani,Nilkhet,24
Banani,Notun Bazar,10
Banani,Palton,10
Banani,Rajabari,38
Banani,Rajendrapur,22
Banani,Rajendrapur Bazar,31
Banani,Rajendrapur Chowrasta,22
Banani,Russell Square,17
Banani,Sainboard,34
Banani,Satorasta,10
Banani,Senic Club,10
Banani,Shewra,10
Banani,Shigomela,19
Banani,Shyamoli,20
Banani,Sreepur,56
Banani,Tongi,10
Banani,Udvash Crossing,11
Banani,Uttara,29
Bandura,Asadgate,116
Bandura,Azimpur,99
Bandura,Babu Bazar Bridge,67
Bandura,Beribadh,10
Bandura,Chankharpul,90
Bandura,Chidriyakhana,128
Bandura,Fulbaria,86
Bandura,Kadamtoli,60
Bandura,Khaiysyakhali Beribadh,10
Bandura,Komarganaj,10
Bandura,Konaakhola,58
Bandura,Mirpur-1,126
Bandura,Naya Bazar,70
Bandura,Ruhitpur,50
Bandura,Science Lab,111
Bandura,Technical,122
Bandura,Tikkarpur,44
Bangabandhu Avenue,Abdullahpur,32
Bangabandhu Avenue,Airport,26
Bangabandhu Avenue,Asholia (Fantasy Kingdom),63
Bangabandhu Avenue,Baipail,69
Bangabandhu Avenue,Dhaor,46
Bangabandhu Avenue,Jirab,56
Bangabandhu Avenue,Kakrail,10
Bangabandhu Avenue,Kuril Bishwaroad,22
Bangabandhu Avenue,Malibagh,14
Bangabandhu Avenue,Mouchak,10
Bangabandhu Avenue,Notun Bazar,20
Bangabandhu Avenue,Rampura,10
Bangabandhu Avenue,Rampura TV Centre,18
Bangabandhu Avenue,Sadarghat Victoria,10
Bangabandhu Avenue,Uttara (Raniganj),53
Bangabandhu Avenue,Victoria Park,10
Bangabandhu College,Farmgate,26
Bangabandhu College,Gulistan,39
Bangabandhu College,Jatrabari,40
Bangabandhu College,Kachpur Bridge,75
Bangabandhu College,Kalapani,10
Bangabandhu College,Kazipara,15
Bangabandhu College,Mirpur-10,10
Bangabandhu College,Mirpur-11,10
Bangabandhu College,Mirpur-12,10
Bangabandhu College,Sayedabad,46
Bangla College,Asadgate,10
Bangla College,Basabo,82
Bangla College,Kalabagan,12
Bangla College,Kamlapur,29
Bangla College,Khilgaon Railgate,80
Bangla College,Khilgaon Taltola,91
Bangla College,Mirpur-1,10
Bangla College,Mirpur-10,10
Bangla College,Mirpur-14,13
Bangla College,Science Lab,18
Bangla College,Shapla Chattar,26
Bangla College,Shyamoli,10
Bangla College,Sukrabad,11
Bangla Motor,Bangladesh Bank,16
Bangla Motor,Farmgate,10
Bangla Motor,Gulshan-1,10
Bangla Motor,Gulshan-2,10
Bangla Motor,Kakrail,10
Bangla Motor,Kamlapur Station,19
Bangla Motor,Malibagh,10
Bangla Motor,Moghbazar,10
Bangla Motor,Mohakhali,10
Bangla Motor,Notun Bazar,19
Bangla Motor,Palton,12
Bangla Motor,Pirojgaji Majar,20
Bangla Motor,Stadium,13
Bangladesh Bank,Ansarcamp,30
Bangladesh Bank,Asadgate,24
Bangladesh Bank,Baluhat,30
Bangladesh Bank,Bangla Motor,16
Bangladesh Bank,College Gate,20
Bangladesh Bank,Dayaganj Road,10
Bangladesh Bank,Epijed,93
Bangladesh Bank,Fakirapool,10
Bangladesh Bank,Farmgate,20
Bangladesh Bank,Gabtoli,24
Bangladesh Bank,Gulistan Moor,10
Bangladesh Bank,Gulshan-1,32
Bangladesh Bank,Gulshan-2,36
Bangladesh Bank,Jatrabari,30
Bangladesh Bank,Kakrail,10
Bangladesh Bank,Kalabagan,16
Bangladesh Bank,Kalyanpur,24
Bangladesh Bank,Kamlapur Station,10
Bangladesh Bank,Kataban,13
Bangladesh Bank,Link Road,20
Bangladesh Bank,Malibagh,11
Bangladesh Bank,Mirpur-1,33
Bangladesh Bank,Moghbazar,14
Bangladesh Bank,Mohakhali,29
Bangladesh Bank,Mohammadpur (Japan Garden City),30
Bangladesh Bank,Notun Bazar,42
Bangladesh Bank,Palton,10
Bangladesh Bank,Pirojgaji Majar,10
Bangladesh Bank,Postogola,10
Bangladesh Bank,Press Club,10
Bangladesh Bank,Sayedabad,10
Bangladesh Bank,Science Lab,20
Bangladesh Bank,Shahbag,16
Bangladesh Bank,Shyamoli,28
Bangladesh Bank,Stadium,10
Bangladesh Bank,Sukrabad,20
Bangladesh Bank,Technical,29
Bangladesh Bank,UBL,10
Banglamotor,Agargaon,10
Banglamotor,Asad Gate,10
Banglamotor,Asadgate,11
Banglamotor,Basabo,12
Banglamotor,Bochila,20
Banglamotor,Bosila,19
Banglamotor,Bosila Sinengi Stand,16
Banglamotor,Chiriyakhana,29
Banglamotor,College Gate,16
Banglamotor,Demra Staff Quarter,42
Banglamotor,Epijed,96
Banglamotor,Fakirapool,10
Banglamotor,Farmgate,10
Banglamotor,Gabtoli,30
Banglamotor,Ghatachar,22
Banglamotor,Gulistan,18
Banglamotor,Gwashpur,20
Banglamotor,Hemayetpur,60
Banglamotor,Ikuria,29
Banglamotor,Janpath,18
Banglamotor,Jatrabari,33
Banglamotor,Kajla,10
Banglamotor,Kakrail,10
Banglamotor,Kalyanpur,20
Banglamotor,Kamlapur,11
Banglamotor,Kawran Bazar,10
Banglamotor,Kazipara,15
Banglamotor,Khilgaon Flyover,10
Banglamotor,Konapara,14
Banglamotor,Maktsa Bhaban,10
Banglamotor,Malibagh,10
Banglamotor,Matsabhaban,10
Banglamotor,Meradiya Bazar,27
Banglamotor,Mirpur-10,18
Banglamotor,Mirpur-2,20
Banglamotor,Moghbazar,10
Banglamotor,Mohammadpur,10
Banglamotor,Mohammadpur (Bosila Road),12
Banglamotor,Mohammadpur Bus Stand,10
Banglamotor,Motijheel,22
Banglamotor,Motijhil (Notre Dame College),10
Banglamotor,Motijhil (Tiratail),10
Banglamotor,Mouchak,13
Banglamotor,Mugda,10
Banglamotor,Nabinagar,76
Banglamotor,Nandan Park,110
Banglamotor,Narayanganj Link Road,58
Banglamotor,Palton,14
Banglamotor,Postogola Bridge,25
Banglamotor,Press Club,12
Banglamotor,Rajarbag,10
Banglamotor,Rampura,15
Banglamotor,Sainboard,62
Banglamotor,Savar,66
Banglamotor,Sayedabad,30
Banglamotor,Shahbag,10
Banglamotor,Shahbagh,10
Banglamotor,Shewra Para,13
Banglamotor,Shonir Akhra,38
Banglamotor,Shyamoli,18
Banglamotor,Tikatuli,24
Banglamotor,Town Hall,10
Banglamotor,Zippo,20
Baniajuri,Azimpur (Dakeswari),154
Baniajuri,Barangail,19
Baniajuri,Gabtoli,128
Baniajuri,Hanif Flyover,172
Baniajuri,Islampur,78
Baniajuri,Kachpur,201
Baniajuri,Kalabagan,151
Baniajuri,Kalampur,52
Baniajuri,Manikganj,29
Baniajuri,Nabinagar,88
Baniajuri,Palashi,172
Baniajuri,Paturia,62
Baniajuri,Savar,112
Baniajuri,Shyamoli,143
Baniajuri,Uthulli,32
Barangail,Azimpur (Dakeswari),173
Barangail,Baniajuri,19
Barangail,Gabtoli,148
Barangail,Hanif Flyover,187
Barangail,Islampur,94
Barangail,Kachpur,222
Barangail,Kalabagan,165
Barangail,Kalampur,66
Barangail,Manikganj,48
Barangail,Nabinagar,102
Barangail,Palashi,176
Barangail,Paturia,45
Barangail,Savar,120
Barangail,Shyamoli,157
Barangail,Uthulli,10
Barmi,Airport,60
Barmi,Bagher Bazar,12
Barmi,Banani,65
Barmi,Fulbaria,80
Barmi,Gazipur Chowrasta,43
Barmi,Hotapara,20
Barmi,Maona Chowrasta,10
Barmi,Moghbazar,80
Barmi,Mohakhali,70
Barmi,Nabisco,75
Barmi,Rajendrapur Chowrasta,28
Barmi,Sreepur,10
Barmi,Tongi,46
Barpa,Bhulta (Gauchiya),13
Barpa,Demra,14
Barpa,Gulistan,39
Barpa,Rupshi,10
Basabo,Abdullahpur,36
Basabo,Airport,30
Basabo,Asadgate,28
Basabo,Badda,16
Basabo,Bangla College,82
Basabo,Banglamotor,12
Basabo,Bosila,30
Basabo,College Gate,22
Basabo,Dhanmondi-15,22
Basabo,Dhaor,55
Basabo,Epijed,85
Basabo,Farmgate,17
Basabo,Gabtoli,28
Basabo,Ghatachar,32
Basabo,Gulistan,10
Basabo,Janpath,10
Basabo,Jatrabari,11
Basabo,Jigatola,20
Basabo,Kalabagan,22
Basabo,Kalyanpur,24
Basabo,Kamarpara,38
Basabo,Kamlapur,10
Basabo,Khilgaon Khidma Hospital,10
Basabo,Khilgaon Railgate,10
Basabo,Khilgaon Taltola,10
Basabo,Khilkhet,27
Basabo,Kuril Bishwaroad,26
Basabo,Malibagh,10
Basabo,Maniknagar,10
Basabo,Mirpur-1,82
Basabo,Mirpur-10,86
Basabo,Mirpur-14,53
Basabo,Moghbazar,10
Basabo,Mohammadpur,25
Basabo,Motijhil,10
Basabo,Mugda,10
Basabo,Narayanganj Link Road,32
Basabo,Notun Bazar,18
Basabo,Rampura,12
Basabo,Sainboard,23
Basabo,Savar,62
Basabo,Sayedabad,10
Basabo,Science Lab,19
Basabo,Shahbag,16
Basabo,Shapla Chattar,15
Basabo,Shyamoli,80
Basabo,Sukrabad,26
Bashundra,Asadgate,26
Bashundra,Farmgate,22
Bashundra,Gulshan-1,12
Bashundra,Housing Building,19
Bashundra,Khilkhet,10
Bashundra,Kuril Bishwaroad,10
Bashundra,Middle Badda,10
Bashundra,Mohakhali,16
Bashundra,Mohammadpur,32
Bashundra,Narsha,10
Bashundra,New Airport,10
Bashundra,Notun Bazar,10
Bashundra,Rajlakhi,13
Bashundra,Titumi'r College,14
Bashundra,Town Hall,29
Baupra,Agla Bazar,33
Baupra,Bagmara,17
Baupra,Bajonpar,25
Baupra,Bakhyakhali,14
Baupra,Fulbaria,83
Baupra,Jinjira,77
Baupra,Kharattar,42
Baupra,Khasia Khali Beribadh,34
Baupra,Kopakhola Bazar,72
Baupra,Mashir Kanda,10
Baupra,Nayabazar,81
Baupra,Nobabganj,10
Baupra,Ramer Kanda,61
Baupra,Saydpur,55
Baupra,Suroganj,20
Baupra,Tikarpur,37
Bekali Hotel,Agargaon,14
Bekali Hotel,Dakeswari Temple,33
Bekali Hotel,Dhanmondi,22
Bekali Hotel,Duaripara,10
Bekali Hotel,Farmgate,20
Bekali Hotel,Kazipara,10
Bekali Hotel,Mirpur 11.5,10
Bekali Hotel,Mirpur-10,10
Bekali Hotel,Mirpur-11,10
Bekali Hotel,Mirpur-11 3/2,10
Bekali Hotel,Mirpur-12,10
Bekali Hotel,Notre Dame College,39
Bekali Hotel,Pallabi (Ceramic),10
Bekali Hotel,Pallabi (Mirpur-12),10
Bekali Hotel,Palton,30
Bekali Hotel,Press Club,29
Bekali Hotel,Rai Saheb Bazar,47
Bekali Hotel,Shewra Para,10
Bekali Hotel,Stadium,31
Bekali Hotel,Sukrabad,24
Bekali Hotel,TITI,34
Bekali Hotel,Victoria Park,80
Beraid,Badda Link Road,16
Beraid,Banani,30
Beraid,Gulshan-1,22
Beraid,Kochukhet,43
Beraid,Mirpur-1,51
Beraid,Mirpur-2,47
Beraid,Mohakhali Amtoli,26
Beraid,Notun Bazar,15
Beraid,Senic Club,38
Beribadh,Asadgate,122
Beribadh,Azimpur,103
Beribadh,Babu Bazar Bridge,80
Beribadh,Bandura,10
Beribadh,Chankharpul,100
Beribadh,Chidriyakhana,132
Beribadh,Fulbaria,100
Beribadh,Kadamtoli,72
Beribadh,Khaiysyakhali Beribadh,10
Beribadh,Komarganaj,10
Beribadh,Konaakhola,72
Beribadh,Mirpur-1,132
Beribadh,Naya Bazar,84
Beribadh,Ruhitpur,63
Beribadh,Science Lab,119
Beribadh,Technical,131
Beribadh,Tikkarpur,57
Bezgaon Choirasta,Asadgate,78
Bezgaon Choirasta,Babu Bazar Bridge,29
Bezgaon Choirasta,Farmgate,60
Bezgaon Choirasta,Gabtoli,95
Bezgaon Choirasta,Golapshah Majar,38
Bezgaon Choirasta,Hemayetpur,111
Bezgaon Choirasta,Maoyghat,29
Bezgaon Choirasta,Nabinagar,151
Bezgaon Choirasta,Savar,131
Bezgaon Choirasta,Shahbag,46
Bhawar Viti (South Keraniganj),Abdullahpur (Jilkhana),10
Bhawar Viti (South Keraniganj),Airport,60
Bhawar Viti (South Keraniganj),Babu Bazar,29
Bhawar Viti (South Keraniganj),Badda,49
Bhawar Viti (South Keraniganj),Chunakutia Bazar,22
Bhawar Viti (South Keraniganj),Diayabari,76
Bhawar Viti (South Keraniganj),Gulistan (Fulbaria),32
Bhawar Viti (South Keraniganj),Housing Building,60
Bhawar Viti (South Keraniganj),Kadamtoli,23
Bhawar Viti (South Keraniganj),Kakrail,35
Bhawar Viti (South Keraniganj),Khilkhet,59
Bhawar Viti (South Keraniganj),Kuril Bishwaroad,58
Bhawar Viti (South Keraniganj),Malibagh,39
Bhawar Viti (South Keraniganj),Mouchak (Flyover),39
Bhawar Viti (South Keraniganj),Notun Bazar,52
Bhawar Viti (South Keraniganj),Palton,33
Bhawar Viti (South Keraniganj),Rajendrapur Bazar,11
Bhawar Viti (South Keraniganj),Rampura,43
Bhulta,Gulistan,59
Bhulta,Jatrabari,52
Bhulta,Kalabagan,74
Bhulta,Science Lab,77
Bhulta,Shahbagh,66
Bhulta (Gauchiya),Barpa,13
Bhulta (Gauchiya),Demra,29
Bhulta (Gauchiya),Gulistan,40
Bhulta (Gauchiya),Rupshi,19
Bijoy Nagar,Abdullahpur,15
Bijoy Nagar,Airport,14
Bijoy Nagar,Banani,10
Bijoy Nagar,Fantasy Kingdom,90
Bijoy Nagar,Gulistan (Hanif Flyover),10
Bijoy Nagar,House Building,14
Bijoy Nagar,Jatrabari,10
Bijoy Nagar,Kakrail,10
Bijoy Nagar,Kamarpara,16
Bijoy Nagar,Moghbazar,10
Bijoy Nagar,Mohakhali,10
Bijoy Nagar,Mouchak,10
Bijoy Nagar,Nilkhet,11
Bijoy Nagar,Palton,10
Bijoy Nagar,Sainboard,21
Bijoy Nagar,Satorasta,10
Bijoy Nagar,Shewra,10
Bijoy Shoroni,Babu Bazar Bridge,21
Bijoy Shoroni,Farmgate,10
Bijoy Shoroni,Gulistan,18
Bijoy Shoroni,Mawa Ferry Ghat,106
Bijoy Shoroni,Mirpur-10,16
Bijoy Shoroni,Mirpur-12,20
Bijoy Smroni,Farmgate,10
Bijoy Smroni,Gulistan,14
Bijoy Smroni,Kazipara,10
Bijoy Smroni,Mirpur-10,13
Bijoy Smroni,Mirpur-11,14
Bijoy Smroni,Mirpur-12,20
Bijoy Smroni,Motijheel,16
Bijoy Smroni,Press Club,13
Bijoy Smroni,Shahbag,10
Bijoy Smroni,Shewra Para,10
Bishwaroad,Abdullahpur,20
Bishwaroad,Airport,10
Bishwaroad,Azimpur,15
Bishwaroad,Babu Bazar Bridge,25
Bishwaroad,Baipail,24
Bishwaroad,Farmgate,22
Bishwaroad,Fulbaria,22
Bishwaroad,Kakoli,10
Bishwaroad,Kamarpara,22
Bishwaroad,Keraniganj (New Jail),82
Bishwaroad,Mohakhali,10
Bishwaroad,Nilkhet,10
Bishwaroad,Press Club,22
Bishwaroad,Shahbag,22
Bishwaroad,Staffroad,10
Bisila,Dhanmondi,16
Bisila,Ghatachar,10
Bisila,Gulistan,31
Bisila,Hanif Flyover,33
Bisila,Jigatola,17
Bisila,Kachpur,47
Bisila,Madanpur,54
Bisila,Mohammadpur,10
Bisila,Press Club,26
Bisila,Rayerbag,39
Bisila,Science Lab,22
Bisila,Shahbag,23
Bisila,Shankor,10
Bisila,Shonir Akhra,38
Bisila,Shyamoli,10
Bisila,Sonargaon,79
Board Bazar,Abdullahpur,19
Board Bazar,Airport,29
Board Bazar,Cherag Ali,10
Board Bazar,Chowrasta,10
Board Bazar,Gazipur,32
Board Bazar,Kachpur Bridge,100
Board Bazar,Malibagh,60
Board Bazar,Mohakhali,46
Board Bazar,Motijheel,69
Board Bazar,Pragati Soroni,60
Board Bazar,Satorasta,56
Board Bazar,Sayedabad,66
Board Bazar,Tongi Bazar,10
Bochila,Abdullahpur,66
Bochila,Airport,49
Bochila,Asad Avenue,10
Bochila,Asad Gate,12
Bochila,Asadgate,10
Bochila,Azimpur,29
Bochila,Banglamotor,20
Bochila,Chankharpul,29
Bochila,Demra Staff Quarter,47
Bochila,Dhour,99
Bochila,Farmgate,15
Bochila,Jasimuddin,60
Bochila,Kallshi,39
Bochila,Kalyanpur,13
Bochila,Kamarpara,72
Bochila,Manik Mia,13
Bochila,Meradiya Bazar,42
Bochila,Mirpur-1,22
Bochila,Mirpur-10,26
Bochila,Mirpur-11,26
Bochila,Mirpur-2,28
Bochila,Moghbazar,30
Bochila,Mohammadpur,10
Bochila,Mohammadpur Town Hall,10
Bochila,Mouchak,36
Bochila,New Market,22
Bochila,Purabi,28
Bochila,Rampura,36
Bochila,Sainboard,43
Bochila,Shewra Bazar,47
Bochila,Shia Mosque,10
Bochila,Shonir Akhra,42
Bochila,Shukkrabad,16
Bochila,Shyamoli,12
Bochila,Technical,16
Bochila,Uttara,53
Bokshi Bazar,Azimpur,10
Bokshi Bazar,Chankharpul,10
Bokshi Bazar,Gabtoli,48
Bokshi Bazar,Jirani Bazar,112
Bokshi Bazar,Nabinagar,100
Bokshi Bazar,Nandan Park,118
Bokshi Bazar,Narayanganj Charahata,88
Bokshi Bazar,New Market,14
Bokshi Bazar,Sainboard,35
Bokshi Bazar,Savar,90
Bonshree,Amuliya Staff Quarter,20
Bonshree,Demra,21
Bonshree,Epijed,128
Bonshree,Gabtoli,74
Bonshree,Gulshan-1,56
Bonshree,Hemayetpur,88
Bonshree,ISBI Chattar,37
Bonshree,Jamuna Future Park,10
Bonshree,Kachpur,30
Bonshree,Kallshi,56
Bonshree,Kalshi Moor,42
Bonshree,Kuril,10
Bonshree,Kuril Bishwa Road,29
Bonshree,Madanpur,40
Bonshree,Meradiya Bazar,10
Bonshree,Mirpur-1,62
Bonshree,Mirpur-10,88
Bonshree,Mirpur-11,46
Bonshree,Mirpur-2,51
Bonshree,Mirpur-6,48
Bonshree,Mohakhali,80
Bonshree,Nandan Park,148
Bonshree,Rampura,10
Bonshree,Rampura Bridge,10
Bonshree,Savar,118
Bonshree,Staff Quarter,15
Bonshree,Technical,58
Bonshree (Meradiya),Agargaon,20
Bonshree (Meradiya),Amin Bazar,36
Bonshree (Meradiya),Gabtoli,29
Bonshree (Meradiya),Gulshan-1,10
Bonshree (Meradiya),Kalyanpur,26
Bonshree (Meradiya),Mohakhali,13
Bonshree (Meradiya),Rampura Bridge,10
Bonshree (Meradiya),Savar,65
Bonshree (Meradiya),Shyamoli,24
Bonshri,Agargaon,35
Bonshri,Jigatola,29
Bonshri,Kakrail,16
Bonshri,Mohakhali,26
Bonshri,Mohammadpur (Asad Avenue),38
Bonshri,Mohammadpur Shia Mosque,46
Bonshri,Mouchak,14
Bonshri,Rampura,10
Bonshri,Science Lab,26
Bonshri,Shahbag,22
Bonshri,Shyamoli Ring Road,42
Bosila,Abdullahpur,66
Bosila,Airport,49
Bosila,Asad Avenue,10
Bosila,Asadgate,13
Bosila,Azimpur,20
Bosila,Banglamotor,19
Bosila,Basabo,30
Bosila,Bosila Sinengi Stand,10
Bosila,Chankharpul,26
Bosila,Demra Staff Quarter,40
Bosila,Dhanmondi-15,10
Bosila,Fakirapool,26
Bosila,Farmgate,17
Bosila,Gausia/Chidanichak,18
Bosila,Ghatachar,10
Bosila,Gulistan,16
Bosila,Gwashpur,10
Bosila,Jasimuddin,60
Bosila,Jigatola,10
Bosila,Kajla,31
Bosila,Kakrail,22
Bosila,Kalabagan,13
Bosila,Kallshi,31
Bosila,Kalyanpur,13
Bosila,Kamarpara,72
Bosila,Kamlapur,22
Bosila,Kawran Bazar,16
Bosila,Khilgaon Khidma Hospital,42
Bosila,Khilgaon Railgate,36
Bosila,Konapara,36
Bosila,Maktsa Bhaban,22
Bosila,Mirpur-1,22
Bosila,Mirpur-10,25
Bosila,Mirpur-11,25
Bosila,Mirpur-2,24
Bosila,Mohammadpur,10
Bosila,Mohammadpur (Bosila Road),10
Bosila,Mohammadpur Bus Stand,10
Bosila,Motijhil,19
Bosila,Motijhil (Notre Dame College),27
Bosila,Motijhil (Tiratail),28
Bosila,Mugda,29
Bosila,Pagla Bazar,36
